"IncomeE","Majority","LUOF_logical","Income10k","White","Black","No_Majority","Latino","Decile"
44469,"White",0,4.4469,1,0,0,0,3
60227,"White",0,6.0227,1,0,0,0,5
50826,"White",0,5.0826,1,0,0,0,4
47931,"White",0,4.7931,1,0,0,0,3
77547,"White",0,7.7547,1,0,0,0,7
38815,"White",0,3.8815,1,0,0,0,2
65389,"White",0,6.5389,1,0,0,0,6
40335,"Black",0,4.0335,0,1,0,0,2
29124,"Black",0,2.9124,0,1,0,0,1
104528,"White",0,10.4528,1,0,0,0,9
63214,"White",0,6.3214,1,0,0,0,6
58596,"White",0,5.8596,1,0,0,0,5
52561,"Black",0,5.2561,0,1,0,0,4
42853,"Black",0,4.2853,0,1,0,0,2
71227,"Black",0,7.1227,0,1,0,0,7
48678,"Black",0,4.8678,0,1,0,0,3
57540,"Black",0,5.754,0,1,0,0,5
32031,"Black",0,3.2031,0,1,0,0,1
67038,"Black",0,6.7038,0,1,0,0,6
55924,"White",0,5.5924,1,0,0,0,5
73656,"White",0,7.3656,1,0,0,0,7
77606,"White",0,7.7606,1,0,0,0,7
78618,"No Majority",0,7.8618,0,0,1,0,7
79077,"Black",0,7.9077,0,1,0,0,7
101083,"White",0,10.1083,1,0,0,0,9
124340,"White",0,12.434,1,0,0,0,10
45417,"White",0,4.5417,1,0,0,0,3
83527,"White",0,8.3527,1,0,0,0,8
77778,"White",0,7.7778,1,0,0,0,7
106477,"White",0,10.6477,1,0,0,0,9
94470,"White",0,9.447,1,0,0,0,9
99708,"No Majority",0,9.9708,0,0,1,0,9
67579,"White",0,6.7579,1,0,0,0,6
75288,"White",0,7.5288,1,0,0,0,7
73309,"White",0,7.3309,1,0,0,0,7
146662,"White",0,14.6662,1,0,0,0,10
82120,"White",0,8.212,1,0,0,0,8
138969,"White",0,13.8969,1,0,0,0,10
68867,"No Majority",0,6.8867,0,0,1,0,6
42980,"Black",0,4.298,0,1,0,0,3
47603,"Black",0,4.7603,0,1,0,0,3
131250,"White",0,13.125,1,0,0,0,10
55833,"Black",0,5.5833,0,1,0,0,5
36649,"Black",0,3.6649,0,1,0,0,2
181563,"White",0,18.1563,1,0,0,0,10
56313,"No Majority",0,5.6313,0,0,1,0,5
77955,"Black",0,7.7955,0,1,0,0,7
85077,"No Majority",0,8.5077,0,0,1,0,8
141782,"White",0,14.1782,1,0,0,0,10
135038,"White",0,13.5038,1,0,0,0,10
73201,"Black",0,7.3201,0,1,0,0,7
86803,"Black",0,8.6803,0,1,0,0,8
142917,"White",0,14.2917,1,0,0,0,10
31091,"Black",0,3.1091,0,1,0,0,1
77900,"White",0,7.79,1,0,0,0,7
57073,"White",0,5.7073,1,0,0,0,5
31006,"Black",0,3.1006,0,1,0,0,1
35323,"No Majority",0,3.5323,0,0,1,0,2
26667,"Black",0,2.6667,0,1,0,0,1
71335,"White",0,7.1335,1,0,0,0,7
40048,"White",0,4.0048,1,0,0,0,2
68654,"White",0,6.8654,1,0,0,0,6
46904,"White",0,4.6904,1,0,0,0,3
59350,"White",0,5.935,1,0,0,0,5
44651,"White",0,4.4651,1,0,0,0,3
42059,"White",0,4.2059,1,0,0,0,2
34576,"Black",0,3.4576,0,1,0,0,1
55737,"White",1,5.5737,1,0,0,0,5
89750,"White",0,8.975,1,0,0,0,8
31750,"White",0,3.175,1,0,0,0,1
24008,"Black",0,2.4008,0,1,0,0,1
44018,"White",0,4.4018,1,0,0,0,3
99805,"White",0,9.9805,1,0,0,0,9
48289,"Black",0,4.8289,0,1,0,0,3
64514,"White",1,6.4514,1,0,0,0,6
34202,"White",0,3.4202,1,0,0,0,1
39864,"No Majority",1,3.9864,0,0,1,0,2
62095,"White",0,6.2095,1,0,0,0,5
48085,"White",0,4.8085,1,0,0,0,3
64569,"No Majority",0,6.4569,0,0,1,0,6
55238,"White",0,5.5238,1,0,0,0,4
64598,"White",0,6.4598,1,0,0,0,6
55268,"White",0,5.5268,1,0,0,0,4
50476,"White",0,5.0476,1,0,0,0,4
48625,"White",0,4.8625,1,0,0,0,3
33939,"Black",0,3.3939,0,1,0,0,1
52406,"White",0,5.2406,1,0,0,0,4
53213,"White",0,5.3213,1,0,0,0,4
86599,"White",0,8.6599,1,0,0,0,8
40508,"White",0,4.0508,1,0,0,0,2
79786,"White",0,7.9786,1,0,0,0,7
78832,"White",0,7.8832,1,0,0,0,7
71765,"White",0,7.1765,1,0,0,0,7
72543,"White",0,7.2543,1,0,0,0,7
55833,"White",0,5.5833,1,0,0,0,5
41170,"No Majority",0,4.117,0,0,1,0,2
30147,"Black",0,3.0147,0,1,0,0,1
33750,"No Majority",0,3.375,0,0,1,0,1
46818,"White",0,4.6818,1,0,0,0,3
41964,"No Majority",0,4.1964,0,0,1,0,2
31432,"White",0,3.1432,1,0,0,0,1
65512,"White",0,6.5512,1,0,0,0,6
65978,"White",0,6.5978,1,0,0,0,6
66328,"White",0,6.6328,1,0,0,0,6
42786,"White",0,4.2786,1,0,0,0,2
54222,"White",0,5.4222,1,0,0,0,4
59048,"No Majority",0,5.9048,0,0,1,0,5
82031,"White",0,8.2031,1,0,0,0,8
68275,"No Majority",0,6.8275,0,0,1,0,6
41000,"Black",0,4.1,0,1,0,0,2
99236,"White",0,9.9236,1,0,0,0,9
31242,"No Majority",0,3.1242,0,0,1,0,1
124250,"White",0,12.425,1,0,0,0,10
87049,"White",0,8.7049,1,0,0,0,8
85938,"White",0,8.5938,1,0,0,0,8
80769,"White",1,8.0769,1,0,0,0,8
68667,"White",0,6.8667,1,0,0,0,6
64740,"White",0,6.474,1,0,0,0,6
78347,"White",0,7.8347,1,0,0,0,7
42066,"White",0,4.2066,1,0,0,0,2
111135,"White",0,11.1135,1,0,0,0,9
134522,"White",0,13.4522,1,0,0,0,10
125195,"White",0,12.5195,1,0,0,0,10
75000,"White",0,7.5,1,0,0,0,7
69653,"White",0,6.9653,1,0,0,0,6
88052,"White",0,8.8052,1,0,0,0,8
91852,"White",0,9.1852,1,0,0,0,8
13635,"White",0,1.3635,1,0,0,0,1
123173,"White",0,12.3173,1,0,0,0,10
80357,"White",0,8.0357,1,0,0,0,8
55118,"White",1,5.5118,1,0,0,0,4
53119,"White",0,5.3119,1,0,0,0,4
38618,"White",1,3.8618,1,0,0,0,2
51597,"White",0,5.1597,1,0,0,0,4
61500,"White",1,6.15,1,0,0,0,5
61384,"Black",0,6.1384,0,1,0,0,5
104609,"White",0,10.4609,1,0,0,0,9
99329,"White",0,9.9329,1,0,0,0,9
34581,"Black",0,3.4581,0,1,0,0,1
87308,"White",0,8.7308,1,0,0,0,8
70096,"White",0,7.0096,1,0,0,0,6
91346,"White",0,9.1346,1,0,0,0,8
37992,"Hispanic/Latino",1,3.7992,0,0,0,1,2
92902,"White",0,9.2902,1,0,0,0,8
35022,"Hispanic/Latino",0,3.5022,0,0,0,1,2
52297,"White",0,5.2297,1,0,0,0,4
61702,"White",0,6.1702,1,0,0,0,5
59506,"White",0,5.9506,1,0,0,0,5
45123,"White",0,4.5123,1,0,0,0,3
38377,"White",0,3.8377,1,0,0,0,2
21744,"Black",0,2.1744,0,1,0,0,1
64679,"White",0,6.4679,1,0,0,0,6
38638,"White",0,3.8638,1,0,0,0,2
104689,"White",0,10.4689,1,0,0,0,9
56387,"White",0,5.6387,1,0,0,0,5
64814,"White",0,6.4814,1,0,0,0,6
26919,"White",0,2.6919,1,0,0,0,1
39314,"White",0,3.9314,1,0,0,0,2
53892,"White",0,5.3892,1,0,0,0,4
37995,"White",0,3.7995,1,0,0,0,2
58434,"White",0,5.8434,1,0,0,0,5
110750,"White",0,11.075,1,0,0,0,9
76612,"White",0,7.6612,1,0,0,0,7
33487,"Black",0,3.3487,0,1,0,0,1
62965,"White",0,6.2965,1,0,0,0,6
28393,"No Majority",0,2.8393,0,0,1,0,1
73414,"Black",0,7.3414,0,1,0,0,7
74567,"No Majority",0,7.4567,0,0,1,0,7
40961,"Black",0,4.0961,0,1,0,0,2
65750,"No Majority",0,6.575,0,0,1,0,6
48858,"White",0,4.8858,1,0,0,0,3
55250,"White",0,5.525,1,0,0,0,4
42639,"White",0,4.2639,1,0,0,0,2
75840,"Black",0,7.584,0,1,0,0,7
114153,"Black",0,11.4153,0,1,0,0,9
102161,"White",0,10.2161,1,0,0,0,9
65250,"White",0,6.525,1,0,0,0,6
66806,"White",0,6.6806,1,0,0,0,6
45455,"White",0,4.5455,1,0,0,0,3
68000,"Black",0,6.8,0,1,0,0,6
48198,"Black",0,4.8198,0,1,0,0,3
68304,"White",0,6.8304,1,0,0,0,6
42063,"White",0,4.2063,1,0,0,0,2
73750,"White",0,7.375,1,0,0,0,7
69327,"White",1,6.9327,1,0,0,0,6
69688,"White",0,6.9688,1,0,0,0,6
56989,"No Majority",0,5.6989,0,0,1,0,5
51744,"Black",0,5.1744,0,1,0,0,4
106776,"White",0,10.6776,1,0,0,0,9
96938,"White",0,9.6938,1,0,0,0,9
79643,"No Majority",0,7.9643,0,0,1,0,7
46464,"Black",1,4.6464,0,1,0,0,3
67182,"Black",0,6.7182,0,1,0,0,6
72147,"Black",0,7.2147,0,1,0,0,7
32202,"Black",0,3.2202,0,1,0,0,1
54732,"Black",0,5.4732,0,1,0,0,4
57744,"Black",0,5.7744,0,1,0,0,5
59132,"Black",0,5.9132,0,1,0,0,5
53971,"Black",0,5.3971,0,1,0,0,4
47760,"White",0,4.776,1,0,0,0,3
38143,"White",0,3.8143,1,0,0,0,2
47796,"White",0,4.7796,1,0,0,0,3
41087,"White",0,4.1087,1,0,0,0,2
68400,"White",0,6.84,1,0,0,0,6
46975,"White",0,4.6975,1,0,0,0,3
76181,"White",0,7.6181,1,0,0,0,7
67500,"White",0,6.75,1,0,0,0,6
100186,"White",0,10.0186,1,0,0,0,9
77542,"White",0,7.7542,1,0,0,0,7
57835,"White",0,5.7835,1,0,0,0,5
70994,"White",1,7.0994,1,0,0,0,7
41110,"Hispanic/Latino",0,4.111,0,0,0,1,2
52871,"White",0,5.2871,1,0,0,0,4
26774,"Black",0,2.6774,0,1,0,0,1
54873,"White",0,5.4873,1,0,0,0,4
36048,"Hispanic/Latino",1,3.6048,0,0,0,1,2
27500,"Black",0,2.75,0,1,0,0,1
46378,"White",1,4.6378,1,0,0,0,3
60539,"Black",0,6.0539,0,1,0,0,5
34779,"White",0,3.4779,1,0,0,0,1
"NA","White",1,"NA",1,0,0,0,""
55313,"White",1,5.5313,1,0,0,0,4
68445,"White",0,6.8445,1,0,0,0,6
100581,"White",0,10.0581,1,0,0,0,9
123993,"White",0,12.3993,1,0,0,0,10
75411,"White",0,7.5411,1,0,0,0,7
53529,"No Majority",1,5.3529,0,0,1,0,4
78448,"White",0,7.8448,1,0,0,0,7
92045,"No Majority",0,9.2045,0,0,1,0,8
107330,"White",0,10.733,1,0,0,0,9
85469,"White",0,8.5469,1,0,0,0,8
51307,"No Majority",0,5.1307,0,0,1,0,4
66412,"No Majority",0,6.6412,0,0,1,0,6
26204,"White",0,2.6204,1,0,0,0,1
73397,"White",0,7.3397,1,0,0,0,7
94844,"White",0,9.4844,1,0,0,0,9
64976,"White",0,6.4976,1,0,0,0,6
58688,"White",1,5.8688,1,0,0,0,5
51645,"No Majority",0,5.1645,0,0,1,0,4
65862,"No Majority",0,6.5862,0,0,1,0,6
52690,"White",0,5.269,1,0,0,0,4
71105,"White",0,7.1105,1,0,0,0,7
39711,"White",0,3.9711,1,0,0,0,2
83424,"White",0,8.3424,1,0,0,0,8
71184,"White",0,7.1184,1,0,0,0,7
90511,"White",0,9.0511,1,0,0,0,8
83571,"White",0,8.3571,1,0,0,0,8
36100,"White",0,3.61,1,0,0,0,2
59000,"White",1,5.9,1,0,0,0,5
45240,"White",0,4.524,1,0,0,0,3
55553,"White",0,5.5553,1,0,0,0,4
38571,"White",1,3.8571,1,0,0,0,2
61591,"White",0,6.1591,1,0,0,0,5
41447,"White",0,4.1447,1,0,0,0,2
57881,"White",0,5.7881,1,0,0,0,5
54583,"White",0,5.4583,1,0,0,0,4
29603,"White",0,2.9603,1,0,0,0,1
41458,"White",0,4.1458,1,0,0,0,2
39259,"White",0,3.9259,1,0,0,0,2
85028,"White",1,8.5028,1,0,0,0,8
54663,"White",1,5.4663,1,0,0,0,4
85673,"White",0,8.5673,1,0,0,0,8
153438,"White",0,15.3438,1,0,0,0,10
204167,"White",0,20.4167,1,0,0,0,10
40291,"Black",0,4.0291,0,1,0,0,2
44045,"Black",0,4.4045,0,1,0,0,3
53750,"White",0,5.375,1,0,0,0,4
64583,"White",0,6.4583,1,0,0,0,6
64837,"Black",0,6.4837,0,1,0,0,6
42398,"No Majority",0,4.2398,0,0,1,0,2
33633,"Black",1,3.3633,0,1,0,0,1
70721,"No Majority",0,7.0721,0,0,1,0,7
139417,"White",1,13.9417,1,0,0,0,10
19118,"Black",0,1.9118,0,1,0,0,1
250001,"White",0,25.0001,1,0,0,0,10
40344,"Black",0,4.0344,0,1,0,0,2
70625,"Black",0,7.0625,0,1,0,0,7
48107,"Black",0,4.8107,0,1,0,0,3
35313,"Black",0,3.5313,0,1,0,0,2
54896,"Black",0,5.4896,0,1,0,0,4
154107,"White",0,15.4107,1,0,0,0,10
236635,"White",0,23.6635,1,0,0,0,10
123155,"White",0,12.3155,1,0,0,0,10
213172,"White",0,21.3172,1,0,0,0,10
42153,"Black",0,4.2153,0,1,0,0,2
98681,"White",0,9.8681,1,0,0,0,9
22077,"Black",0,2.2077,0,1,0,0,1
83862,"White",0,8.3862,1,0,0,0,8
82135,"White",0,8.2135,1,0,0,0,8
205139,"White",0,20.5139,1,0,0,0,10
74152,"No Majority",0,7.4152,0,0,1,0,7
217716,"White",0,21.7716,1,0,0,0,10
105963,"White",0,10.5963,1,0,0,0,9
88929,"White",0,8.8929,1,0,0,0,8
151500,"White",0,15.15,1,0,0,0,10
101016,"White",0,10.1016,1,0,0,0,9
126533,"White",0,12.6533,1,0,0,0,10
146220,"White",0,14.622,1,0,0,0,10
114375,"White",0,11.4375,1,0,0,0,9
58750,"No Majority",0,5.875,0,0,1,0,5
75188,"No Majority",0,7.5188,0,0,1,0,7
154881,"White",0,15.4881,1,0,0,0,10
103162,"White",0,10.3162,1,0,0,0,9
124091,"No Majority",0,12.4091,0,0,1,0,10
106892,"White",0,10.6892,1,0,0,0,9
88816,"No Majority",0,8.8816,0,0,1,0,8
125227,"White",0,12.5227,1,0,0,0,10
172778,"White",0,17.2778,1,0,0,0,10
86154,"No Majority",0,8.6154,0,0,1,0,8
92910,"No Majority",1,9.291,0,0,1,0,8
127583,"White",0,12.7583,1,0,0,0,10
174466,"White",0,17.4466,1,0,0,0,10
89167,"White",0,8.9167,1,0,0,0,8
182254,"White",0,18.2254,1,0,0,0,10
72936,"No Majority",0,7.2936,0,0,1,0,7
44777,"No Majority",0,4.4777,0,0,1,0,3
22783,"Black",0,2.2783,0,1,0,0,1
101313,"Black",0,10.1313,0,1,0,0,9
73180,"Black",0,7.318,0,1,0,0,7
81821,"White",0,8.1821,1,0,0,0,8
60417,"Black",1,6.0417,0,1,0,0,5
53502,"Black",0,5.3502,0,1,0,0,4
250001,"White",0,25.0001,1,0,0,0,10
67271,"White",1,6.7271,1,0,0,0,6
54000,"White",0,5.4,1,0,0,0,4
93882,"Black",0,9.3882,0,1,0,0,9
52451,"Black",0,5.2451,0,1,0,0,4
72383,"Black",0,7.2383,0,1,0,0,7
44643,"White",0,4.4643,1,0,0,0,3
106423,"White",0,10.6423,1,0,0,0,9
60262,"White",0,6.0262,1,0,0,0,5
122011,"White",0,12.2011,1,0,0,0,10
89167,"White",0,8.9167,1,0,0,0,8
33167,"No Majority",0,3.3167,0,0,1,0,1
53031,"White",0,5.3031,1,0,0,0,4
95091,"White",0,9.5091,1,0,0,0,9
72636,"White",0,7.2636,1,0,0,0,7
96429,"White",1,9.6429,1,0,0,0,9
38480,"White",0,3.848,1,0,0,0,2
127600,"White",0,12.76,1,0,0,0,10
49835,"No Majority",0,4.9835,0,0,1,0,4
57813,"White",0,5.7813,1,0,0,0,5
61007,"White",1,6.1007,1,0,0,0,5
118882,"White",0,11.8882,1,0,0,0,10
57793,"Hispanic/Latino",1,5.7793,0,0,0,1,5
96473,"White",0,9.6473,1,0,0,0,9
62167,"No Majority",0,6.2167,0,0,1,0,5
77545,"Black",0,7.7545,0,1,0,0,7
69202,"Black",0,6.9202,0,1,0,0,6
95573,"White",0,9.5573,1,0,0,0,9
43125,"White",0,4.3125,1,0,0,0,3
91929,"White",0,9.1929,1,0,0,0,8
43235,"No Majority",0,4.3235,0,0,1,0,3
45290,"No Majority",0,4.529,0,0,1,0,3
60849,"White",0,6.0849,1,0,0,0,5
56793,"White",0,5.6793,1,0,0,0,5
61066,"Black",0,6.1066,0,1,0,0,5
67639,"No Majority",1,6.7639,0,0,1,0,6
33615,"Black",0,3.3615,0,1,0,0,1
75433,"White",0,7.5433,1,0,0,0,7
35603,"Black",0,3.5603,0,1,0,0,2
34980,"Black",0,3.498,0,1,0,0,2
42375,"White",0,4.2375,1,0,0,0,2
80540,"White",0,8.054,1,0,0,0,8
43606,"White",0,4.3606,1,0,0,0,3
37458,"No Majority",0,3.7458,0,0,1,0,2
35980,"Black",0,3.598,0,1,0,0,2
24552,"Black",0,2.4552,0,1,0,0,1
54833,"White",0,5.4833,1,0,0,0,4
33641,"White",0,3.3641,1,0,0,0,1
61763,"White",1,6.1763,1,0,0,0,5
29164,"Black",0,2.9164,0,1,0,0,1
47566,"White",0,4.7566,1,0,0,0,3
46023,"White",0,4.6023,1,0,0,0,3
42997,"White",1,4.2997,1,0,0,0,3
26167,"White",0,2.6167,1,0,0,0,1
48555,"White",1,4.8555,1,0,0,0,3
54097,"White",0,5.4097,1,0,0,0,4
40375,"White",0,4.0375,1,0,0,0,2
52800,"White",0,5.28,1,0,0,0,4
30369,"White",0,3.0369,1,0,0,0,1
61750,"White",0,6.175,1,0,0,0,5
38692,"Black",0,3.8692,0,1,0,0,2
33452,"White",0,3.3452,1,0,0,0,1
103520,"White",0,10.352,1,0,0,0,9
100014,"White",0,10.0014,1,0,0,0,9
33875,"White",0,3.3875,1,0,0,0,1
58929,"White",0,5.8929,1,0,0,0,5
66645,"White",0,6.6645,1,0,0,0,6
32552,"Black",0,3.2552,0,1,0,0,1
40475,"Black",0,4.0475,0,1,0,0,2
121196,"White",0,12.1196,1,0,0,0,10
29067,"Black",0,2.9067,0,1,0,0,1
48000,"White",0,4.8,1,0,0,0,3
48214,"White",0,4.8214,1,0,0,0,3
79228,"No Majority",0,7.9228,0,0,1,0,7
99083,"White",0,9.9083,1,0,0,0,9
115374,"Black",0,11.5374,0,1,0,0,9
14890,"Black",0,1.489,0,1,0,0,1
86339,"White",0,8.6339,1,0,0,0,8
100163,"White",0,10.0163,1,0,0,0,9
52321,"White",0,5.2321,1,0,0,0,4
72795,"White",0,7.2795,1,0,0,0,7
121437,"White",0,12.1437,1,0,0,0,10
45743,"Black",0,4.5743,0,1,0,0,3
48866,"White",0,4.8866,1,0,0,0,3
60564,"White",0,6.0564,1,0,0,0,5
33750,"White",0,3.375,1,0,0,0,1
32340,"Black",0,3.234,0,1,0,0,1
60742,"Black",1,6.0742,0,1,0,0,5
77569,"White",0,7.7569,1,0,0,0,7
62407,"White",0,6.2407,1,0,0,0,5
54494,"White",0,5.4494,1,0,0,0,4
31250,"Black",0,3.125,0,1,0,0,1
49444,"White",0,4.9444,1,0,0,0,3
77072,"White",0,7.7072,1,0,0,0,7
70370,"Black",0,7.037,0,1,0,0,7
88964,"No Majority",0,8.8964,0,0,1,0,8
100912,"White",0,10.0912,1,0,0,0,9
62633,"No Majority",0,6.2633,0,0,1,0,6
71875,"Black",0,7.1875,0,1,0,0,7
113723,"White",0,11.3723,1,0,0,0,9
62031,"Black",1,6.2031,0,1,0,0,5
114135,"White",0,11.4135,1,0,0,0,9
129102,"White",0,12.9102,1,0,0,0,10
43875,"Black",1,4.3875,0,1,0,0,3
125108,"White",0,12.5108,1,0,0,0,10
75556,"White",0,7.5556,1,0,0,0,7
109886,"White",0,10.9886,1,0,0,0,9
69563,"White",0,6.9563,1,0,0,0,6
85344,"White",0,8.5344,1,0,0,0,8
146078,"White",0,14.6078,1,0,0,0,10
38969,"No Majority",0,3.8969,0,0,1,0,2
43009,"No Majority",0,4.3009,0,0,1,0,3
105717,"White",0,10.5717,1,0,0,0,9
49666,"No Majority",1,4.9666,0,0,1,0,3
141674,"White",0,14.1674,1,0,0,0,10
83185,"No Majority",0,8.3185,0,0,1,0,8
56860,"Hispanic/Latino",0,5.686,0,0,0,1,5
49816,"No Majority",0,4.9816,0,0,1,0,4
71654,"No Majority",0,7.1654,0,0,1,0,7
44737,"White",0,4.4737,1,0,0,0,3
91373,"White",0,9.1373,1,0,0,0,8
91224,"White",0,9.1224,1,0,0,0,8
166484,"White",0,16.6484,1,0,0,0,10
49071,"White",0,4.9071,1,0,0,0,3
98500,"White",0,9.85,1,0,0,0,9
102109,"No Majority",0,10.2109,0,0,1,0,9
30665,"Hispanic/Latino",0,3.0665,0,0,0,1,1
62092,"No Majority",0,6.2092,0,0,1,0,5
71837,"Black",0,7.1837,0,1,0,0,7
"NA","Black",0,"NA",0,1,0,0,""
68611,"No Majority",0,6.8611,0,0,1,0,6
123936,"No Majority",0,12.3936,0,0,1,0,10
70542,"No Majority",0,7.0542,0,0,1,0,7
93807,"No Majority",0,9.3807,0,0,1,0,9
113482,"White",0,11.3482,1,0,0,0,9
74219,"No Majority",0,7.4219,0,0,1,0,7
75250,"White",0,7.525,1,0,0,0,7
37219,"Black",0,3.7219,0,1,0,0,2
54597,"Black",0,5.4597,0,1,0,0,4
89637,"White",0,8.9637,1,0,0,0,8
73713,"White",0,7.3713,1,0,0,0,7
54750,"White",0,5.475,1,0,0,0,4
108889,"White",0,10.8889,1,0,0,0,9
140560,"White",0,14.056,1,0,0,0,10
77004,"No Majority",0,7.7004,0,0,1,0,7
72366,"White",0,7.2366,1,0,0,0,7
135424,"No Majority",0,13.5424,0,0,1,0,10
49063,"No Majority",0,4.9063,0,0,1,0,3
41583,"No Majority",0,4.1583,0,0,1,0,2
95905,"No Majority",0,9.5905,0,0,1,0,9
104527,"No Majority",0,10.4527,0,0,1,0,9
73359,"White",0,7.3359,1,0,0,0,7
66189,"White",1,6.6189,1,0,0,0,6
63724,"No Majority",0,6.3724,0,0,1,0,6
84599,"White",0,8.4599,1,0,0,0,8
91546,"White",0,9.1546,1,0,0,0,8
72534,"No Majority",1,7.2534,0,0,1,0,7
114353,"White",0,11.4353,1,0,0,0,9
115625,"White",0,11.5625,1,0,0,0,10
107429,"White",0,10.7429,1,0,0,0,9
56346,"No Majority",0,5.6346,0,0,1,0,5
34495,"White",0,3.4495,1,0,0,0,1
34129,"White",0,3.4129,1,0,0,0,1
45779,"White",1,4.5779,1,0,0,0,3
99732,"White",0,9.9732,1,0,0,0,9
68750,"White",0,6.875,1,0,0,0,6
47938,"White",0,4.7938,1,0,0,0,3
78431,"White",0,7.8431,1,0,0,0,7
75833,"White",0,7.5833,1,0,0,0,7
132582,"White",0,13.2582,1,0,0,0,10
56712,"White",0,5.6712,1,0,0,0,5
44659,"White",0,4.4659,1,0,0,0,3
62750,"No Majority",0,6.275,0,0,1,0,6
156800,"White",0,15.68,1,0,0,0,10
102485,"No Majority",0,10.2485,0,0,1,0,9
53229,"No Majority",0,5.3229,0,0,1,0,4
61411,"White",0,6.1411,1,0,0,0,5
52923,"White",0,5.2923,1,0,0,0,4
54561,"White",0,5.4561,1,0,0,0,4
45370,"White",1,4.537,1,0,0,0,3
33088,"No Majority",0,3.3088,0,0,1,0,1
75625,"White",0,7.5625,1,0,0,0,7
61033,"White",0,6.1033,1,0,0,0,5
82695,"White",0,8.2695,1,0,0,0,8
91432,"White",0,9.1432,1,0,0,0,8
81250,"White",0,8.125,1,0,0,0,8
41510,"Black",0,4.151,0,1,0,0,2
39286,"White",0,3.9286,1,0,0,0,2
57656,"White",1,5.7656,1,0,0,0,5
62250,"White",0,6.225,1,0,0,0,5
35329,"Black",0,3.5329,0,1,0,0,2
33898,"White",0,3.3898,1,0,0,0,1
51808,"Black",0,5.1808,0,1,0,0,4
28779,"Black",0,2.8779,0,1,0,0,1
23287,"Black",0,2.3287,0,1,0,0,1
33357,"White",0,3.3357,1,0,0,0,1
26318,"White",0,2.6318,1,0,0,0,1
54773,"White",0,5.4773,1,0,0,0,4
61796,"No Majority",0,6.1796,0,0,1,0,5
74648,"White",0,7.4648,1,0,0,0,7
97564,"White",0,9.7564,1,0,0,0,9
20781,"White",0,2.0781,1,0,0,0,1
32404,"Black",0,3.2404,0,1,0,0,1
53674,"White",0,5.3674,1,0,0,0,4
44328,"No Majority",0,4.4328,0,0,1,0,3
113548,"White",0,11.3548,1,0,0,0,9
55499,"Black",0,5.5499,0,1,0,0,4
37054,"Black",0,3.7054,0,1,0,0,2
48641,"Black",0,4.8641,0,1,0,0,3
36853,"Black",0,3.6853,0,1,0,0,2
150375,"White",0,15.0375,1,0,0,0,10
63449,"No Majority",0,6.3449,0,0,1,0,6
73287,"Black",0,7.3287,0,1,0,0,7
32500,"Black",0,3.25,0,1,0,0,1
53500,"White",0,5.35,1,0,0,0,4
41375,"No Majority",0,4.1375,0,0,1,0,2
108929,"White",0,10.8929,1,0,0,0,9
48000,"Hispanic/Latino",0,4.8,0,0,0,1,3
32872,"White",0,3.2872,1,0,0,0,1
15180,"Black",0,1.518,0,1,0,0,1
38833,"Black",0,3.8833,0,1,0,0,2
112205,"White",0,11.2205,1,0,0,0,9
82385,"White",1,8.2385,1,0,0,0,8
45109,"White",0,4.5109,1,0,0,0,3
30070,"Black",0,3.007,0,1,0,0,1
31265,"Black",0,3.1265,0,1,0,0,1
53630,"White",0,5.363,1,0,0,0,4
45412,"Black",0,4.5412,0,1,0,0,3
100560,"No Majority",0,10.056,0,0,1,0,9
74737,"Black",1,7.4737,0,1,0,0,7
30714,"White",0,3.0714,1,0,0,0,1
60709,"White",0,6.0709,1,0,0,0,5
24762,"Black",0,2.4762,0,1,0,0,1
23333,"Black",0,2.3333,0,1,0,0,1
38203,"White",0,3.8203,1,0,0,0,2
125089,"White",0,12.5089,1,0,0,0,10
128024,"White",0,12.8024,1,0,0,0,10
46020,"White",0,4.602,1,0,0,0,3
102267,"White",0,10.2267,1,0,0,0,9
53613,"White",0,5.3613,1,0,0,0,4
60920,"Black",0,6.092,0,1,0,0,5
"NA","No Majority",0,"NA",0,0,1,0,""
41050,"White",0,4.105,1,0,0,0,2
"NA","Black",0,"NA",0,1,0,0,""
58824,"White",0,5.8824,1,0,0,0,5
34785,"White",0,3.4785,1,0,0,0,1
40982,"White",0,4.0982,1,0,0,0,2
38438,"White",0,3.8438,1,0,0,0,2
47348,"White",0,4.7348,1,0,0,0,3
85927,"White",0,8.5927,1,0,0,0,8
35326,"White",0,3.5326,1,0,0,0,2
61182,"White",0,6.1182,1,0,0,0,5
41688,"Black",0,4.1688,0,1,0,0,2
35655,"Black",0,3.5655,0,1,0,0,2
50278,"White",0,5.0278,1,0,0,0,4
34388,"White",1,3.4388,1,0,0,0,1
59021,"White",0,5.9021,1,0,0,0,5
21563,"Black",0,2.1563,0,1,0,0,1
54375,"White",1,5.4375,1,0,0,0,4
39944,"Black",0,3.9944,0,1,0,0,2
62297,"Black",0,6.2297,0,1,0,0,5
16104,"Black",1,1.6104,0,1,0,0,1
94392,"White",0,9.4392,1,0,0,0,9
80065,"White",0,8.0065,1,0,0,0,8
52701,"No Majority",1,5.2701,0,0,1,0,4
40969,"White",1,4.0969,1,0,0,0,2
74792,"No Majority",1,7.4792,0,0,1,0,7
64267,"White",0,6.4267,1,0,0,0,6
66910,"White",0,6.691,1,0,0,0,6
