unique_id,race,race_imputed,imputation_probability,date,city,state,zip,county,agencies,highest_force,armed,weapon,aggressive,fleeing,intended_use_of_force,GEOID,NAME,IncomeE,IncomeM,Total_popE,Total_popM,NH_WhiteE,NH_WhiteM,NH_BlackE,NH_BlackM,NH_AsianE,NH_AsianM,Hisp_LatinoE,Hisp_LatinoM,income_tertile,income_quartile,income_quintiles,income_quintiles_nolab,income_sextile,income_septile,income_octile,income_nonile,income_decile,income_15_quant,income_ventile,income_50_quantiles,income_bins,income_bins_100,NH_WhiteP,NH_BlackP,NH_AsianP,Hisp_LatinoP,Majority
21980,White,White,NA,2017-08-19,Birmingham,AL,35209,Jefferson,Homewood Police Department,Gunshot,Armed,Stun gun,Used weapon,Not fleeing,Deadly force,01073010706,"Census Tract 107.06, Jefferson County, Alabama",63096,6327,4347,601,2486,416,822,367,255,190,519,535,2,3,3rd Quintile,3,4,4,5,5,6,8,11,26,102,51,0.5718886588451806,0.189095928226363,0.05866114561766736,0.11939268461007592,White
21971,Hispanic/Latino,Hispanic/Latino,NA,2017-08-18,Montebello,CA,90640,Los Angeles,Montebello Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,06037530202,"Census Tract 5302.02, Los Angeles County, California",83182,14377,4304,687,126,77,0,13,281,103,3897,697,3,3,4th Quintile,4,5,6,6,7,8,11,15,37,146,73,0.029275092936802975,0,0.06528810408921933,0.9054368029739777,Hispanic/Latino
21972,Black,Black,NA,2017-08-18,Jacksonville,FL,32210,Duval,Jacksonville Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,12031013404,"Census Tract 134.04, Duval County, Florida",37794,9293,3054,515,1399,274,1250,406,86,76,255,218,1,1,1st Quintile,1,1,1,2,2,2,2,3,7,27,14,0.4580877537655534,0.40929927963326784,0.028159790438768827,0.08349705304518663,NA
21973,Other/Unknown,White,0.836017361,2017-08-18,Bloomfield,NJ,07003,Essex,Bloomfield Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,34013015000,"Census Tract 150, Essex County, New Jersey",91719,16724,3370,425,2031,254,213,118,240,130,802,383,3,4,4th Quintile,4,5,6,7,8,8,12,16,40,159,80,0.6026706231454005,0.06320474777448071,0.0712166172106825,0.23798219584569733,White
21967,Hispanic/Latino,Hispanic/Latino,NA,2017-08-17,Phoenix,AZ,85008,Maricopa,Phoenix Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,04013981000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21969,White,White,NA,2017-08-17,Luverne,AL,36049,Crenshaw,Crenshaw County Sheriff's Office,Gunshot,Uncertain,Uncertain,Uncertain,Uncertain,Deadly force,01041963700,"Census Tract 9637, Crenshaw County, Alabama",44881,10310,3877,436,2795,358,623,189,161,38,125,120,1,1,2nd Quintile,2,2,2,2,3,3,4,5,12,46,23,0.7209182357492907,0.1606912561258705,0.04152695383028115,0.03224142378127418,White
21965,White,White,NA,2017-08-16,Livermore,CA,94551,Alameda,Livermore Police Department,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Not fleeing,Deadly force,06001451300,"Census Tract 4513, Alameda County, California",107420,14630,7013,634,3795,624,82,71,591,267,2107,600,3,4,5th Quintile,5,6,7,7,8,9,14,18,44,175,88,0.5411378867816912,0.011692570939683445,0.08427206616284044,0.30044203621845145,White
21966,Black,Black,NA,2017-08-16,Los Angeles,CA,90059,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,06037242600,"Census Tract 2426, Los Angeles County, California",16662,4250,4584,811,4,5,1787,622,0,13,2739,770,1,1,1st Quintile,1,1,1,1,1,1,1,1,1,2,1,8.726003490401396e-4,0.3898342059336824,0,0.5975130890052356,Hispanic/Latino
21963,Black,Black,NA,2017-08-15,Thomasville,GA,31792,Thomas,Thomas County Sheriff's Office,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,13275960900,"Census Tract 9609, Thomas County, Georgia",53306,10548,3464,416,1909,350,1333,225,55,61,34,61,2,2,2nd Quintile,2,3,3,3,4,4,6,8,18,72,36,0.5510969976905312,0.38481524249422633,0.015877598152424944,0.009815242494226328,White
21964,White,White,NA,2017-08-15,Colorado Springs,CO,80909,El Paso,Colorado Springs Police Department,Gunshot,Armed,Firearm/Pellet gun,Advanced toward officer(s),Fleeing/Foot,Deadly force,08041002102,"Census Tract 21.02, El Paso County, Colorado",41146,8020,4774,561,2310,288,326,141,157,142,1502,421,1,1,1st Quintile,1,2,2,2,2,2,3,4,9,35,18,0.4838709677419355,0.0682865521575199,0.03288646837033934,0.3146208630079598,NA
21962,White,White,NA,2017-08-14,Jacksonville,FL,32210,Duval,Jacksonville Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Vehicle,Deadly force,12031012602,"Census Tract 126.02, Duval County, Florida",41142,7725,5871,835,1720,578,3567,713,154,149,199,241,1,1,1st Quintile,1,2,2,2,2,2,3,4,9,35,18,0.2929654232669051,0.6075625958099131,0.02623062510645546,0.03389541815704309,Black
21886,White,White,NA,2017-08-13,Cosby,TN,37722,Cocke,Cocke County Sheriff's Office,Gunshot,Armed,Edged weapon/Machete,Brandished weapon,Fleeing/Foot,Deadly force,47029920502,"Census Tract 9205.02, Cocke County, Tennessee",52344,11127,5100,638,4990,646,0,19,0,19,91,81,2,2,2nd Quintile,2,3,3,3,4,4,6,7,18,69,35,0.9784313725490196,0,0,0.01784313725490196,White
21887,White,White,NA,2017-08-13,Mount Airy,GA,30563,Habersham,Habersham County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,13137000100,"Census Tract 1, Habersham County, Georgia",54375,8953,4079,483,3637,464,45,48,59,53,63,58,2,2,2nd Quintile,2,3,3,4,4,4,6,8,19,76,38,0.8916401078695759,0.011032115714635941,0.014464329492522677,0.015444962000490316,White
21888,Black,Black,NA,2017-08-13,Kennewick,WA,99336,Benton,Kennewick Police Department,Gunshot,Armed,Edged weapon/Sword,Used weapon,Not fleeing,Deadly force,53005011202,"Census Tract 112.02, Benton County, Washington",27083,10653,3311,786,1388,494,6,36,0,13,1550,369,1,1,1st Quintile,1,1,1,1,1,1,1,1,3,9,5,0.41920869827846574,0.001812141347025068,0,0.46813651464814254,NA
21889,White,White,NA,2017-08-13,La Crosse,WI,54601,La Crosse,La Crosse Police Department,Gunshot,Armed,Firearm/Gun,Uncertain,Fleeing/Vehicle,Deadly force,55063000900,"Census Tract 9, La Crosse County, Wisconsin",39383,7584,3664,484,3211,459,25,33,311,192,59,51,1,1,1st Quintile,1,1,2,2,2,2,3,3,8,30,15,0.8763646288209607,0.006823144104803494,0.08487991266375546,0.016102620087336244,White
21890,Black,Black,NA,2017-08-13,Salt Lake City,UT,84111,Salt Lake,Salt Lake City Police Department,Gunshot,Armed,Edged weapon/Knife,Sudden threatening movement,Fleeing/Foot,Deadly force,49035102900,"Census Tract 1029, Salt Lake County, Utah",42500,10990,5213,887,2632,453,194,131,174,195,1577,755,1,1,1st Quintile,1,2,2,2,2,2,3,4,10,39,20,0.5048916171110684,0.03721465566852101,0.03337809322846729,0.30251294839823517,White
21891,Hispanic/Latino,Hispanic/Latino,NA,2017-08-13,Miami Lakes,FL,33014,Miami-Dade,Miami Police Department,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,12086009312,"Census Tract 93.12, Miami-Dade County, Florida",56658,13089,5627,638,619,220,182,190,128,105,4698,592,2,2,3rd Quintile,3,3,3,4,4,5,7,9,21,83,42,0.11000533143771103,0.032344055446952194,0.02274746756708726,0.8349031455482495,Hispanic/Latino
21885,Hispanic/Latino,Hispanic/Latino,NA,2017-08-12,Puyallup,WA,98375,Pierce,Pierce County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,53053073128,"Census Tract 731.28, Pierce County, Washington",81391,10748,7031,1063,2752,646,868,468,1018,601,1185,820,3,3,4th Quintile,4,5,5,6,7,8,11,15,36,143,72,0.3914094723367942,0.12345327833878537,0.14478737021760774,0.16853932584269662,NA
21883,Hispanic/Latino,Hispanic/Latino,NA,2017-08-11,Channelview,TX,77530,Harris,Harris County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,48201252306,"Census Tract 2523.06, Harris County, Texas",59031,21368,8534,3302,550,360,988,836,119,174,6687,3222,2,2,3rd Quintile,3,3,4,4,5,5,7,9,23,90,45,0.0644480899929693,0.11577220529646122,0.013944223107569721,0.7835715959690649,Hispanic/Latino
21884,Black,Black,NA,2017-08-11,Philadelphia,PA,19133,Philadelphia,Philadelphia Police Department,Gunshot,Unarmed,None,Sudden threatening movement,Not fleeing,Deadly force,42101017500,"Census Tract 175, Philadelphia County, Pennsylvania",25334,7090,6928,1518,137,136,1622,1188,0,15,5169,983,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,7,4,0.019774826789838336,0.23412240184757505,0,0.7461027713625866,Hispanic/Latino
21881,White,White,NA,2017-08-10,Pacific Palisades,CA,90272,Los Angeles,Los Angeles Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,06037262400,"Census Tract 2624, Los Angeles County, California",250001,NA,3059,403,2606,421,77,109,100,63,160,97,3,4,5th Quintile,5,6,7,8,9,10,15,20,50,200,100,0.8519123896698267,0.02517162471395881,0.032690421706440015,0.05230467473030402,White
21882,White,White,NA,2017-08-10,Dyer,IN,46311,Lake,Crete Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Fleeing/Vehicle,Deadly force,18089042612,"Census Tract 426.12, Lake County, Indiana",102576,21785,4780,603,4085,633,144,219,39,65,364,58,3,4,5th Quintile,5,6,6,7,8,9,13,17,43,170,85,0.854602510460251,0.0301255230125523,0.008158995815899581,0.07615062761506276,White
21876,Black,Black,NA,2017-08-09,Kent,WA,98031,King,Kent Police Department,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,53033029407,"Census Tract 294.07, King County, Washington",58012,14477,4832,550,1648,422,711,380,1409,392,411,146,2,2,3rd Quintile,3,3,4,4,4,5,7,9,22,87,44,0.34105960264900664,0.14714403973509935,0.2915976821192053,0.08505794701986755,NA
21875,Black,Black,NA,2017-08-08,Dolton,IL,60628,Cook,Dolton Police Department,Gunshot,Armed,Firearm/Handgun,Uncertain,Fleeing/Foot,Deadly force,17031550200,"Census Tract 5502, Cook County, Illinois",55625,27600,2591,468,965,256,129,129,0,12,1497,293,2,2,2nd Quintile,2,3,3,4,4,4,6,8,20,80,40,0.37244307217290623,0.04978772674642995,0,0.5777692010806639,Hispanic/Latino
21802,Hispanic/Latino,Hispanic/Latino,NA,2017-08-07,North Bergen,NJ,07047,Hudson,North Bergen Police Department,Gunshot,Armed,Uncertain,Brandished weapon,Not fleeing,Deadly force,34017014802,"Census Tract 148.02, Hudson County, New Jersey",54271,42094,1007,389,225,153,0,13,375,478,407,258,2,2,2nd Quintile,2,3,3,4,4,4,6,8,19,76,38,0.2234359483614697,0,0.3723932472691162,0.4041708043694141,NA
21805,Hispanic/Latino,Hispanic/Latino,NA,2017-08-07,Wichita,KS,67203,Sedgwick,Wichita Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,20173000300,"Census Tract 3, Sedgwick County, Kansas",34570,5154,4733,686,996,308,125,87,85,80,3438,602,1,1,1st Quintile,1,1,1,1,1,1,2,2,5,20,10,0.21043735474329178,0.02641031058525248,0.017959011197971688,0.7263891823367843,Hispanic/Latino
21806,White,White,NA,2017-08-07,Kansas City,MO,64126,Jackson,Independence Police Department,Gunshot,Unarmed,None,Struggled,Fleeing/Foot,Deadly force,29095015600,"Census Tract 156, Jackson County, Missouri",26065,13674,2446,540,1269,450,311,206,32,51,598,327,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,7,4,0.5188062142273099,0.12714636140637775,0.013082583810302535,0.24448078495502862,White
21873,Other/Unknown,Other/Unknown,0.936284604,2017-08-07,Cumming,GA,30040,Forsyth,Forsyth County Sheriff's Office,Gunshot,Unarmed,None,None,Not fleeing,No,13117130306,"Census Tract 1303.06, Forsyth County, Georgia",122390,17799,4802,542,3238,458,234,117,763,195,284,219,3,4,5th Quintile,5,6,7,8,9,10,14,19,46,184,92,0.6743023740108288,0.04872969596001666,0.1588921282798834,0.059142024156601414,White
21874,White,White,NA,2017-08-07,Junction City,KS,66441,Geary,"Junction City Police Department, Geary County Sheriff's Office",Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,20061000300,"Census Tract 3, Geary County, Kansas",50805,3247,4464,627,2446,595,515,182,70,55,1027,418,1,2,2nd Quintile,2,2,3,3,3,4,5,7,16,64,32,0.5479390681003584,0.1153673835125448,0.01568100358422939,0.23006272401433692,White
19677,Black,Black,NA,2017-08-06,Kansas City,MO,64109,Jackson,Kansas City Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,29095005400,"Census Tract 54, Jackson County, Missouri",18092,2279,1119,278,91,67,876,265,4,9,137,140,1,1,1st Quintile,1,1,1,1,1,1,1,1,1,2,1,0.08132260947274352,0.7828418230563002,0.0035746201966041107,0.1224307417336908,Black
21803,White,White,NA,2017-08-06,Bon Aqua,TN,37025,Hickman,Dickson Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Fleeing/Vehicle,Deadly force,47081950201,"Census Tract 9502.01, Hickman County, Tennessee",46790,6738,4019,656,3698,682,320,218,0,13,0,13,1,2,2nd Quintile,2,2,2,3,3,3,4,6,13,52,26,0.9201293854192585,0.07962179646678279,0,0,White
21798,Hispanic/Latino,Hispanic/Latino,NA,2017-08-05,Santa Rosa,CA,95403,Sonoma,Santa Rosa Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,06097152903,"Census Tract 1529.03, Sonoma County, California",83000,17453,5046,557,1930,302,124,93,180,123,2413,566,3,3,4th Quintile,4,5,6,6,7,8,11,15,37,146,73,0.3824811732065002,0.024573919936583432,0.0356718192627824,0.4782005548949663,NA
21799,Black,Black,NA,2017-08-05,Fort Lauderdale,FL,33311,Broward,Fort Lauderdale Police Department,Chemical agent/Pepper spray,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,12011041500,"Census Tract 415, Broward County, Florida",25110,7654,4184,949,249,160,3760,945,0,14,155,110,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,6,3,0.05951242829827916,0.8986615678776291,0,0.03704588910133843,Black
21801,White,White,NA,2017-08-05,New Straitsville,OH,43766,Perry,New Straitsville Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,39127966302,"Census Tract 9663.02, Perry County, Ohio",44500,13657,2485,343,2464,347,0,12,4,6,13,16,1,1,2nd Quintile,2,2,2,2,2,3,4,5,12,45,23,0.9915492957746479,0,0.0016096579476861167,0.005231388329979879,White
21789,White,White,NA,2017-08-04,Los Angeles,CA,90015,Los Angeles,Los Angeles Police Department,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,06037224010,"Census Tract 2240.10, Los Angeles County, California",36604,8137,2906,463,359,115,495,194,382,163,1633,448,1,1,1st Quintile,1,1,1,1,2,2,2,3,6,24,12,0.12353750860289058,0.1703372333103923,0.13145216792842396,0.56194081211287,Hispanic/Latino
21790,Black,Black,NA,2017-08-04,San Diego,CA,92101,San Diego,San Diego County Sheriff's Office,Gunshot,Armed,Firearm/Replica firearm,Brandished weapon,Not fleeing,Deadly force,06073005700,"Census Tract 57, San Diego County, California",49405,25884,1569,191,760,171,162,86,182,88,337,113,1,2,2nd Quintile,2,2,3,3,3,3,5,6,15,59,30,0.4843849585723391,0.10325047801147227,0.1159974506054812,0.21478648820905036,NA
21791,White,White,NA,2017-08-04,Marine City,MI,48039,St. Clair,Marine City Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,26147644000,"Census Tract 6440, St. Clair County, Michigan",53095,9875,4209,85,4057,154,0,11,0,11,63,79,2,2,2nd Quintile,2,3,3,3,4,4,6,8,18,72,36,0.9638869090045141,0,0,0.01496792587312901,White
21792,White,White,NA,2017-08-04,Meridian,MS,39301,Lauderdale,Lauderdale County Sheriff's Office,Gunshot,Armed,Firearm/Pellet gun,Brandished weapon,Not fleeing,Deadly force,28075010501,"Census Tract 105.01, Lauderdale County, Mississippi",76364,4498,2529,439,2369,420,57,90,0,14,103,114,3,3,4th Quintile,4,5,5,6,7,7,11,14,34,134,67,0.9367338869118228,0.022538552787663108,0,0.04072756030051404,White
21793,White,White,NA,2017-08-04,Spanish Springs,NV,89441,Washoe,Washoe County Sheriff's Office,Gunshot,Unarmed,None,Sudden threatening movement,Not fleeing,Deadly force,32031003516,"Census Tract 35.16, Washoe County, Nevada",112280,20844,3271,424,2639,495,29,47,75,77,278,267,3,4,5th Quintile,5,6,7,8,9,9,14,18,45,178,89,0.806786915316417,0.008865790278202385,0.022928767960868235,0.08498929990828492,White
21795,White,White,NA,2017-08-04,Clarendon,PA,16313,Warren,Warren Police Department,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,42123970100,"Census Tract 9701, Warren County, Pennsylvania",56420,2966,2269,216,2245,208,2,3,0,11,16,24,2,2,3rd Quintile,3,3,3,4,4,5,7,9,21,83,42,0.989422653151168,8.814455707360071e-4,0,0.007051564565888057,White
21796,White,White,NA,2017-08-04,Myrtle Beach,SC,29575,Horry,Myrtle Beach Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,45051051403,"Census Tract 514.03, Horry County, South Carolina",72803,18704,6614,1251,5453,1191,245,275,304,287,46,59,2,3,4th Quintile,4,4,5,6,6,7,10,13,32,126,63,0.8244632597520412,0.03704263683096462,0.04596310855760508,0.006954944058058663,White
21797,White,White,NA,2017-08-04,Kress,TX,79052,Swisher,Swisher County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,48437950400,"Census Tract 9504, Swisher County, Texas",40692,3208,1296,179,548,125,63,55,0,14,671,168,1,1,1st Quintile,1,1,2,2,2,2,3,4,9,34,17,0.4228395061728395,0.04861111111111111,0,0.5177469135802469,Hispanic/Latino
21794,White,White,NA,2017-08-03,Lima,OH,45801,Allen,Allen County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,39003012400,"Census Tract 124, Allen County, Ohio",31558,4770,2066,406,1505,313,241,157,0,12,182,164,1,1,1st Quintile,1,1,1,1,1,1,2,2,4,15,8,0.728460793804453,0.11665053242981607,0,0.08809293320425944,White
21783,Hispanic/Latino,Hispanic/Latino,NA,2017-08-02,Richmond,CA,94806,Contra Costa,Vallejo Police Department,Gunshot,Armed,Edged weapon/Machete,Advanced toward officer(s),Fleeing/Vehicle,Deadly force,06013365003,"Census Tract 3650.03, Contra Costa County, California",65481,16882,5282,801,1114,529,1054,331,884,500,1831,582,2,3,3rd Quintile,3,4,4,5,5,6,9,11,28,109,55,0.21090496024233246,0.19954562665656947,0.1673608481635744,0.34664899659219994,NA
21785,Black,Black,NA,2017-08-02,Decatur,GA,30032,DeKalb,Dekalb County Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,13089023102,"Census Tract 231.02, DeKalb County, Georgia",40016,4960,3293,394,1179,207,1655,260,106,95,93,126,1,1,1st Quintile,1,1,2,2,2,2,3,4,8,32,16,0.35803218949286364,0.5025812329183116,0.032189492863650165,0.028241724870938355,Black
21786,Black,Black,NA,2017-08-02,Gary,IN,46406,Lake,Gary Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,18089010302,"Census Tract 103.02, Lake County, Indiana",26924,2743,3815,674,75,85,3321,683,20,25,370,271,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,8,4,0.019659239842726082,0.8705111402359109,0.005242463958060288,0.09698558322411534,Black
21787,Black,Black,NA,2017-08-02,Coushatta,LA,71019,Red River,Red River Parish Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,22081960300,"Census Tract 9603, Red River Parish, Louisiana",24965,3642,4350,376,1486,289,2619,315,0,14,17,23,1,1,1st Quintile,1,1,1,1,1,1,1,1,2,6,3,0.34160919540229884,0.6020689655172414,0,0.003908045977011494,Black
21788,White,White,NA,2017-08-02,Worthington,WV,26591,Marion,Marion County Sheriff's Office,Gunshot,Uncertain,Uncertain,Uncertain,Fleeing/Vehicle,Deadly force,54049021300,"Census Tract 213, Marion County, West Virginia",66017,10613,3875,381,3584,399,207,131,0,12,36,35,2,3,3rd Quintile,3,4,4,5,5,6,9,11,28,110,55,0.9249032258064516,0.05341935483870968,0,0.00929032258064516,White
21682,Black,Black,NA,2017-08-01,Catonsville,MD,21228,Baltimore,Baltimore County Police Department,Gunshot,Unarmed,None,Uncertain,Fleeing/Vehicle,Deadly force,24005400900,"Census Tract 4009, Baltimore County, Maryland",67679,16036,2057,462,931,139,367,105,27,32,689,476,2,3,3rd Quintile,3,4,4,5,6,6,9,12,29,115,58,0.4526008750607681,0.17841516771998056,0.013125911521633447,0.3349538162372387,NA
21777,Hispanic/Latino,Hispanic/Latino,NA,2017-08-01,Oregon House,CA,95962,Yuba,Yuba County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,06115041102,"Census Tract 411.02, Yuba County, California",57586,27151,1027,296,801,247,34,57,0,13,31,50,2,2,3rd Quintile,3,3,3,4,4,5,7,9,22,86,43,0.7799415774099319,0.033106134371957155,0,0.03018500486854917,White
21778,White,White,NA,2017-08-01,Visalia,CA,93292,Tulare,Visalia Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,06107001305,"Census Tract 13.05, Tulare County, California",50526,48180,2562,679,775,226,51,71,303,329,1400,648,1,2,2nd Quintile,2,2,3,3,3,4,5,7,16,63,32,0.30249804839968775,0.01990632318501171,0.11826697892271663,0.546448087431694,Hispanic/Latino
21779,White,White,NA,2017-08-01,Mount Airy,NC,27030,Surry,Surry County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,37171930700,"Census Tract 9307, Surry County, North Carolina",47339,9325,4197,604,3603,615,57,81,48,61,358,230,1,2,2nd Quintile,2,2,2,3,3,3,4,6,14,53,27,0.858470335954253,0.013581129378127233,0.01143674052894925,0.08529902311174649,White
21780,Hispanic/Latino,Hispanic/Latino,NA,2017-08-01,Las Vegas,NV,89103,Clark,Las Vegas Metropolitan Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,32003002956,"Census Tract 29.56, Clark County, Nevada",53599,9477,3301,498,1146,235,347,177,666,285,990,390,2,2,2nd Quintile,2,3,3,3,4,4,6,8,19,74,37,0.34716752499242653,0.1051196607088761,0.201757043320206,0.29990911844895485,NA
21781,Black,Black,NA,2017-08-01,Waco,TX,76708,McLennan,Waco Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,48309001100,"Census Tract 11, McLennan County, Texas",32160,7232,5902,897,920,335,2314,777,8,13,2579,542,1,1,1st Quintile,1,1,1,1,1,1,2,2,4,16,8,0.1558793629278211,0.3920704845814978,0.0013554727211114877,0.4369705184683158,NA
21679,Black,Black,NA,2017-07-31,Brooklyn,NY,11226,Kings,City of New York Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,36047083000,"Census Tract 830, Kings County, New York",57446,11845,6560,1055,95,117,5453,979,42,79,952,470,2,2,3rd Quintile,3,3,3,4,4,5,7,9,22,86,43,0.014481707317073171,0.83125,0.0064024390243902435,0.14512195121951219,Black
21680,Hispanic/Latino,Hispanic/Latino,NA,2017-07-31,Los Banos,CA,93635,Merced,Los Banos Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,06047002303,"Census Tract 23.03, Merced County, California",51932,23377,6176,958,1778,596,135,305,243,315,3944,730,2,2,2nd Quintile,2,3,3,3,4,4,6,7,17,68,34,0.28788860103626945,0.021858808290155442,0.039345854922279794,0.6386010362694301,Hispanic/Latino
21681,Black,Black,NA,2017-07-31,Oshkosh,WI,54902,Winnebago,Oshkosh Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,55139001200,"Census Tract 12, Winnebago County, Wisconsin",46250,8450,2321,477,2148,509,8,12,7,53,78,101,1,1,2nd Quintile,2,2,2,2,3,3,4,5,13,50,25,0.925463162429987,0.0034467901766479965,0.003015941404566997,0.03360620422231796,White
21776,White,White,NA,2017-07-31,Albuquerque,NM,87107,Bernalillo,Albuquerque Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Motorcycle,Deadly force,35001003400,"Census Tract 34, Bernalillo County, New Mexico",27146,3065,4065,719,839,196,61,53,22,26,2408,687,1,1,1st Quintile,1,1,1,1,1,1,1,1,3,9,5,0.20639606396063961,0.015006150061500615,0.005412054120541206,0.5923739237392374,Hispanic/Latino
21676,Black,Black,NA,2017-07-29,Norco,CA,92880,Riverside,Corona Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Vehicle,Deadly force,06065046602,"Census Tract 466.02, Riverside County, California",110038,8144,4085,645,2306,453,0,13,12,20,1685,508,3,4,5th Quintile,5,6,7,8,8,9,14,18,45,177,89,0.5645042839657283,0,0.002937576499388005,0.412484700122399,White
21678,White,White,NA,2017-07-29,Melba,ID,83641,Canyon,"Owyhee County Sheriff's Office, Nampa Police Department, Caldwell Police Department, Canyon County Sheriff's Office, Idaho State Police",Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,16073950200,"Census Tract 9502, Owyhee County, Idaho",47969,10986,3745,398,2836,345,12,15,8,12,647,267,1,2,2nd Quintile,2,2,2,3,3,3,5,6,14,55,28,0.7572763684913217,0.0032042723631508676,0.002136181575433912,0.1727636849132176,White
21672,White,White,NA,2017-07-28,Schenectady,NY,12302,Schenectady,Glenville Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,36093032502,"Census Tract 325.02, Schenectady County, New York",86042,19675,2520,465,2408,459,1,2,33,36,45,73,3,4,4th Quintile,4,5,6,7,7,8,12,16,38,151,76,0.9555555555555556,3.968253968253968e-4,0.013095238095238096,0.017857142857142856,White
21674,Hispanic/Latino,Hispanic/Latino,NA,2017-07-28,Albuquerque,NM,87105,Bernalillo,Bernalillo County Sheriff's Office,Gunshot,Uncertain,Uncertain,Uncertain,Fleeing/Vehicle,Deadly force,35001004001,"Census Tract 40.01, Bernalillo County, New Mexico",39250,9079,5057,823,1057,262,19,39,0,18,3937,825,1,1,1st Quintile,1,1,2,2,2,2,3,3,8,30,15,0.2090172038758157,0.0037571682815898755,0,0.7785248170852284,Hispanic/Latino
21675,Black,Black,NA,2017-07-28,Kansas City,MO,64130,Jackson,Kansas City Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,29095006100,"Census Tract 61, Jackson County, Missouri",47807,33357,2930,691,116,121,2814,719,0,12,0,12,1,2,2nd Quintile,2,2,2,3,3,3,5,6,14,55,28,0.039590443686006824,0.9604095563139932,0,0,Black
